stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening C:\Users\user\Desktop\Tower\bin\Debug\allegro5.cfg r
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09385] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09389] added dtor for sample_instance 0000000000E7A390, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09391] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09392] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09393] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09395] added dtor for sample_instance 0000000000E78AD0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09396] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09398] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09399] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09400] added dtor for sample_instance 0000000000E77450, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09402] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09403] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09404] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09406] added dtor for sample_instance 0000000000E7A4B0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09408] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09409] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09410] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09412] added dtor for sample_instance 0000000000E7A150, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09414] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09415] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09416] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09418] added dtor for sample_instance 0000000000E7A5D0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09419] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09421] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09422] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09424] added dtor for sample_instance 0000000000E78E30, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09425] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09426] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09428] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09429] added dtor for sample_instance 0000000000E779F0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09431] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09433] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09434] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09436] added dtor for sample_instance 0000000000E7A810, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09437] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09438] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09440] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09441] added dtor for sample_instance 0000000000E78BF0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09443] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09444] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09446] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09447] added dtor for sample_instance 0000000000E7AB70, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09449] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09450] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09451] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09453] added dtor for sample_instance 0000000000E78F50, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09454] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09456] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09457] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09459] added dtor for sample_instance 0000000000E7AC90, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09460] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09462] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09463] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09465] added dtor for sample_instance 0000000000E7AA50, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09466] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09467] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09469] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09470] added dtor for sample_instance 0000000000E79070, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09472] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09473] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09474] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09476] added dtor for sample_instance 0000000000E78530, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09478] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09479] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09480] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09482] added dtor for sample_instance 0000000000E7AED0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09483] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09485] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09486] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09488] added dtor for sample_instance 0000000000E78410, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09490] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09491] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09492] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09494] added dtor for sample_instance 0000000000E781D0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09496] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09497] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09498] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09500] added dtor for sample_instance 0000000000E780B0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09501] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09503] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09504] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09505] added dtor for sample_instance 0000000000E77210, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09507] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09508] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09510] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09511] added dtor for sample_instance 0000000000E78D10, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09513] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09514] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09515] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09517] added dtor for sample_instance 0000000000E770F0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09519] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09520] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09521] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09523] added dtor for sample_instance 0000000000E77B10, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09524] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09526] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09527] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09529] added dtor for sample_instance 0000000000E77E70, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09530] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09532] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09533] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09535] added dtor for sample_instance 0000000000E7A6F0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09536] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09537] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09539] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09540] added dtor for sample_instance 0000000000E7A930, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09542] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09544] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09545] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09546] added dtor for sample_instance 0000000000E79190, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09548] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09549] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09551] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09553] added dtor for sample_instance 0000000000E77C30, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09556] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09557] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09559] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.09561] added dtor for sample_instance 0000000000E7ADB0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09563] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09564] 
